ID,Name,Type,Category,PP,Power,Accuracy,SwSh,BDSP,LA,Contact,Target,SwSh_TM,SwSh_TM_No,BDSP_TM,BDSP_TM_No,is_TR,TR,Priority,Multihit,Charge,Recharge,Binding,Sound,Powder,Recoil,Gen
434,Draco Meteor,Dragon,Special,5,130,90,TRUE,TRUE,TRUE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
435,Discharge,Electric,Special,15,80,100,TRUE,TRUE,FALSE,FALSE,all but self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
436,Lava Plume,Fire,Special,15,80,100,TRUE,TRUE,FALSE,FALSE,all but self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
437,Leaf Storm,Grass,Special,5,130,90,TRUE,TRUE,TRUE,FALSE,single,FALSE,,FALSE,,TRUE,71,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
438,Power Whip,Grass,Physical,10,120,85,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,TRUE,72,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
439,Rock Wrecker,Rock,Physical,5,150,90,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,4
440,Cross Poison,Poison,Physical,20,70,100,TRUE,TRUE,TRUE,TRUE,single,TRUE,73,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
441,Gunk Shot,Poison,Physical,5,120,80,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,TRUE,73,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
442,Iron Head,Steel,Physical,15,80,100,TRUE,TRUE,TRUE,TRUE,single,FALSE,,FALSE,,TRUE,74,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
443,Magnet Bomb,Steel,Physical,20,60,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
444,Stone Edge,Rock,Physical,5,100,80,TRUE,TRUE,TRUE,FALSE,single,FALSE,,TRUE,71,TRUE,75,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
445,Captivate,Normal,Status,20,0,100,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
446,Stealth Rock,Rock,Status,20,0,101,TRUE,TRUE,TRUE,FALSE,double,FALSE,,TRUE,76,TRUE,76,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
447,Grass Knot,Grass,Special,20,0,100,TRUE,TRUE,FALSE,TRUE,single,FALSE,,TRUE,86,TRUE,77,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
448,Chatter,Flying,Special,20,65,100,FALSE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,0,4
449,Judgment,Normal,Special,10,100,100,FALSE,TRUE,TRUE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
450,Bug Bite,Bug,Physical,20,60,100,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
451,Charge Beam,Electric,Special,10,50,90,TRUE,TRUE,TRUE,FALSE,single,FALSE,,TRUE,57,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
452,Wood Hammer,Grass,Physical,15,120,100,TRUE,TRUE,TRUE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,33,4
453,Aqua Jet,Water,Physical,20,40,100,TRUE,TRUE,TRUE,TRUE,single,FALSE,,FALSE,,FALSE,,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
454,Attack Order,Bug,Physical,15,90,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
455,Defend Order,Bug,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
456,Heal Order,Bug,Status,10,0,101,FALSE,FALSE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
457,Head Smash,Rock,Physical,5,150,80,TRUE,TRUE,TRUE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,50,4
458,Double Hit,Normal,Physical,10,35,90,TRUE,TRUE,TRUE,TRUE,single,FALSE,,FALSE,,FALSE,,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
459,Roar of Time,Dragon,Special,5,150,90,TRUE,TRUE,TRUE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,4
460,Spacial Rend,Dragon,Special,5,100,95,TRUE,TRUE,TRUE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
461,Lunar Dance,Psychic,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
462,Crush Grip,Normal,Physical,5,0,100,TRUE,TRUE,TRUE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
463,Magma Storm,Fire,Special,5,100,75,TRUE,TRUE,TRUE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,0,4
464,Dark Void,Dark,Status,10,0,50,FALSE,TRUE,TRUE,FALSE,double,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
465,Seed Flare,Grass,Special,5,120,85,FALSE,TRUE,TRUE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
466,Ominous Wind,Ghost,Special,5,60,100,FALSE,FALSE,TRUE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
467,Shadow Force,Ghost,Physical,5,120,100,TRUE,TRUE,TRUE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,4
468,Hone Claws,Dark,Status,15,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
469,Wide Guard,Rock,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,allies,FALSE,,FALSE,,FALSE,,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
470,Guard Split,Psychic,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
471,Power Split,Psychic,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
472,Wonder Room,Psychic,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,all,TRUE,71,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
473,Psyshock,Psychic,Special,10,80,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,TRUE,25,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
474,Venoshock,Poison,Special,10,65,100,TRUE,TRUE,TRUE,FALSE,single,TRUE,74,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
475,Autotomize,Steel,Status,15,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
476,Rage Powder,Bug,Status,20,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,2,0,FALSE,FALSE,FALSE,FALSE,TRUE,0,5
477,Telekinesis,Psychic,Status,15,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
478,Magic Room,Psychic,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,all,TRUE,72,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
479,Smack Down,Rock,Physical,15,50,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
480,Storm Throw,Fighting,Physical,10,60,100,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
481,Flame Burst,Fire,Special,15,70,100,FALSE,FALSE,FALSE,FALSE,double,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
482,Sludge Wave,Poison,Special,10,95,100,TRUE,TRUE,FALSE,FALSE,all but self,FALSE,,FALSE,,TRUE,78,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
483,Quiver Dance,Bug,Status,20,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
484,Heavy Slam,Steel,Physical,10,0,100,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,TRUE,79,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
485,Synchronoise,Psychic,Special,10,120,100,FALSE,FALSE,FALSE,FALSE,all but self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
486,Electro Ball,Electric,Special,10,0,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,TRUE,80,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
487,Soak,Water,Status,20,0,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
488,Flame Charge,Fire,Physical,20,50,100,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
489,Coil,Poison,Status,20,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
490,Low Sweep,Fighting,Physical,20,65,100,TRUE,TRUE,FALSE,TRUE,single,TRUE,75,TRUE,27,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
491,Acid Spray,Poison,Special,20,40,100,TRUE,TRUE,TRUE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
492,Foul Play,Dark,Physical,15,95,100,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,TRUE,81,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
493,Simple Beam,Normal,Status,15,0,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
494,Entrainment,Normal,Status,15,0,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
495,After You,Normal,Status,15,0,101,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
496,Round,Normal,Special,15,60,100,TRUE,TRUE,FALSE,FALSE,single,TRUE,76,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,0,5
497,Echoed Voice,Normal,Special,15,40,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,0,5
498,Chip Away,Normal,Physical,20,70,100,FALSE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
499,Clear Smog,Poison,Special,15,50,101,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
500,Stored Power,Psychic,Special,10,20,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,TRUE,82,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
501,Quick Guard,Fighting,Status,15,0,101,TRUE,TRUE,FALSE,FALSE,allies,FALSE,,FALSE,,FALSE,,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
502,Ally Switch,Psychic,Status,15,0,101,TRUE,TRUE,FALSE,FALSE,ally,FALSE,,FALSE,,TRUE,83,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
503,Scald,Water,Special,15,80,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,TRUE,49,TRUE,84,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
504,Shell Smash,Normal,Status,15,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
505,Heal Pulse,Psychic,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
506,Hex,Ghost,Special,10,65,100,TRUE,TRUE,TRUE,FALSE,single,TRUE,77,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
507,Sky Drop,Flying,Physical,10,60,100,FALSE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,5
508,Shift Gear,Steel,Status,10,0,101,TRUE,FALSE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
509,Circle Throw,Fighting,Physical,10,60,90,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,-6,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
510,Incinerate,Fire,Special,15,60,100,TRUE,TRUE,FALSE,FALSE,double,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
511,Quash,Dark,Status,15,0,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
512,Acrobatics,Flying,Physical,15,55,100,TRUE,TRUE,FALSE,TRUE,single,TRUE,78,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
513,Reflect Type,Normal,Status,15,0,101,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
514,Retaliate,Normal,Physical,5,70,100,TRUE,TRUE,FALSE,TRUE,single,TRUE,79,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
515,Final Gambit,Fighting,Special,5,0,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
516,Bestow,Normal,Status,15,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
517,Inferno,Fire,Special,5,100,50,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
518,Water Pledge,Water,Special,10,80,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
519,Fire Pledge,Fire,Special,10,80,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
520,Grass Pledge,Grass,Special,10,80,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
521,Volt Switch,Electric,Special,20,70,100,TRUE,TRUE,FALSE,FALSE,single,TRUE,80,TRUE,43,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
522,Struggle Bug,Bug,Special,20,50,100,TRUE,TRUE,TRUE,FALSE,double,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
523,Bulldoze,Ground,Physical,20,60,100,TRUE,TRUE,TRUE,FALSE,all but self,TRUE,81,TRUE,83,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
524,Frost Breath,Ice,Special,10,60,90,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
525,Dragon Tail,Dragon,Physical,10,60,90,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,-6,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
526,Work Up,Normal,Status,30,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,TRUE,10,TRUE,85,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
527,Electroweb,Electric,Special,15,55,95,TRUE,FALSE,FALSE,FALSE,double,TRUE,82,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
528,Wild Charge,Electric,Physical,15,90,100,TRUE,TRUE,TRUE,TRUE,single,FALSE,,FALSE,,TRUE,86,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,25,5
529,Drill Run,Ground,Physical,10,80,95,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,TRUE,87,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
530,Dual Chop,Dragon,Physical,15,40,90,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
531,Heart Stamp,Psychic,Physical,25,60,100,FALSE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
532,Horn Leech,Grass,Physical,10,75,100,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
533,Sacred Sword,Fighting,Physical,15,90,100,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
534,Razor Shell,Water,Physical,10,75,95,TRUE,TRUE,FALSE,TRUE,single,TRUE,83,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
535,Heat Crash,Fire,Physical,10,0,100,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,TRUE,88,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
536,Leaf Tornado,Grass,Special,10,65,90,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
537,Steamroller,Bug,Physical,20,65,100,FALSE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
538,Cotton Guard,Grass,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
539,Night Daze,Dark,Special,10,85,95,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
540,Psystrike,Psychic,Special,10,100,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
541,Tail Slap,Normal,Physical,10,25,85,TRUE,FALSE,FALSE,TRUE,single,TRUE,84,FALSE,,FALSE,,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
542,Hurricane,Flying,Special,10,110,70,TRUE,TRUE,TRUE,FALSE,single,FALSE,,FALSE,,TRUE,89,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
543,Head Charge,Normal,Physical,15,120,100,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,25,5
544,Gear Grind,Steel,Physical,15,50,85,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
545,Searing Shot,Fire,Special,5,100,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
546,Techno Blast,Normal,Special,5,120,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
547,Relic Song,Normal,Special,10,75,100,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,0,5
548,Secret Sword,Fighting,Special,10,85,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
549,Glaciate,Ice,Special,10,65,95,TRUE,FALSE,FALSE,FALSE,double,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
550,Bolt Strike,Electric,Physical,5,130,85,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
551,Blue Flare,Fire,Special,5,130,85,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
552,Fiery Dance,Fire,Special,10,80,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
553,Freeze Shock,Ice,Physical,5,140,90,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,5
554,Ice Burn,Ice,Special,5,140,90,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,5
555,Snarl,Dark,Special,15,55,95,TRUE,TRUE,TRUE,FALSE,double,TRUE,85,TRUE,78,FALSE,,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,0,5
556,Icicle Crash,Ice,Physical,10,85,90,TRUE,TRUE,TRUE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
557,V-create,Fire,Physical,5,180,95,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
558,Fusion Flare,Fire,Special,5,100,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
559,Fusion Bolt,Electric,Physical,5,100,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
560,Flying Press,Fighting,Physical,10,100,95,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
561,Mat Block,Fighting,Status,10,0,101,TRUE,FALSE,FALSE,FALSE,allies,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
562,Belch,Poison,Special,10,120,90,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
563,Rototiller,Ground,Status,10,0,101,FALSE,FALSE,FALSE,FALSE,all,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
564,Sticky Web,Bug,Status,20,0,101,TRUE,TRUE,FALSE,FALSE,double,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
565,Fell Stinger,Bug,Physical,25,50,100,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
566,Phantom Force,Ghost,Physical,10,90,100,TRUE,TRUE,FALSE,TRUE,single,TRUE,86,FALSE,,FALSE,,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,6
567,Trick-or-Treat,Ghost,Status,20,0,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
568,Noble Roar,Normal,Status,30,0,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,0,6
569,Ion Deluge,Electric,Status,25,0,101,FALSE,FALSE,FALSE,FALSE,all,FALSE,,FALSE,,FALSE,,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
570,Parabolic Charge,Electric,Special,20,65,100,TRUE,FALSE,FALSE,FALSE,all but self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
571,Forest's Curse,Grass,Status,20,0,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
572,Petal Blizzard,Grass,Physical,15,90,100,TRUE,TRUE,FALSE,FALSE,all but self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
573,Freeze-Dry,Ice,Special,20,70,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
574,Disarming Voice,Fairy,Special,15,40,101,TRUE,TRUE,FALSE,FALSE,double,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,0,6
575,Parting Shot,Dark,Status,20,0,100,TRUE,TRUE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,0,6
576,Topsy-Turvy,Dark,Status,20,0,101,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
577,Draining Kiss,Fairy,Special,10,50,100,TRUE,TRUE,TRUE,TRUE,single,TRUE,87,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,6
